request_kbps,declared_bps,index,bytes,duration_s,ttfb_ms,body_ms
16000,15126000,1233,2756832,2.009333,207.7,7.2
16000,15126000,1234,2797064,2.014666,102.0,4.0
16000,15126000,1235,2292284,2.02,101.6,3.2
16000,15126000,1236,1960276,2.004,102.7,2.4
16000,15126000,1237,1397780,2.009333,215.6,6.2
16000,15126000,1238,2073452,2.014666,111.3,3.6
16000,15126000,1239,2214828,2.02,104.6,4.4
18000,16150000,1200,1568296,2.048,652.4,5.7
18000,16150000,1201,3056692,2.009333,1.0,3.5
18000,16150000,1202,2832408,2.014666,111.4,4.3
18000,16150000,1203,3052932,2.02,221.1,5.0
18000,16150000,1204,2913436,2.004,1.1,2.7
18000,16150000,1205,3008376,2.009333,212.9,7.2
18000,16150000,1206,2453212,2.014666,106.1,3.6
18000,16150000,1207,2941072,2.02,111.3,4.0
18000,16150000,1208,3152572,2.004,104.2,3.6
18000,16150000,1209,2934304,2.009333,101.6,4.0
18000,16150000,1210,3039584,2.014666,109.8,3.9
18000,16150000,1211,2564508,2.02,108.6,3.9
18000,16150000,1212,2032844,2.004,106.6,3.7
18000,16150000,1213,1157516,2.009333,230.6,3.9
18000,16150000,1214,2048448,2.014666,111.5,4.1
18000,16150000,1215,1096792,2.02,102.5,3.0
18000,16150000,1216,1632968,2.004,207.1,5.9
18000,16150000,1217,2506980,2.009333,217.7,6.7
18000,16150000,1218,1378792,2.014666,107.3,3.2
18000,16150000,1219,2634256,2.02,108.2,4.0
18000,16150000,1220,2990892,2.004,222.0,6.8
18000,16150000,1221,2835980,2.009333,103.0,3.6
18000,16150000,1222,2144516,2.014666,102.0,3.3
18000,16150000,1223,3111964,2.02,109.1,4.1
18000,16150000,1224,3045412,2.004,111.2,4.0
18000,16150000,1225,1501744,2.009333,221.0,6.3
18000,16150000,1226,1592736,2.014666,110.0,3.7
18000,16150000,1227,2761720,2.02,220.8,7.2
18000,16150000,1228,2114436,2.004,106.1,3.1
18000,16150000,1229,2336652,2.009333,104.2,4.0
18000,16150000,1230,998844,2.014666,111.4,3.1
18000,16150000,1231,1881316,2.02,220.1,6.9
18000,16150000,1232,3024356,2.004,102.8,4.8
18000,16150000,1233,2944080,2.009333,216.1,6.5
18000,16150000,1234,2979988,2.014666,109.4,4.1
18000,16150000,1235,2357332,2.02,111.3,3.4
18000,16150000,1236,2051080,2.004,106.7,3.4
18000,16150000,1237,1397780,2.009333,111.2,3.0
18000,16150000,1238,2073452,2.014666,102.9,3.6
18000,16150000,1239,2214828,2.02,107.5,3.4
20000,16150000,1200,1568296,2.048,659.6,6.4
20000,16150000,1201,3056692,2.009333,1.0,3.4
20000,16150000,1202,2832408,2.014666,111.3,4.1
20000,16150000,1203,3052932,2.02,221.8,7.0
20000,16150000,1204,2913436,2.004,111.3,3.7
20000,16150000,1205,3008376,2.009333,0.9,2.6
20000,16150000,1206,2453212,2.014666,214.6,4.9
20000,16150000,1207,2941072,2.02,106.2,3.5
20000,16150000,1208,3152572,2.004,109.7,3.5
20000,16150000,1209,2934304,2.009333,0.8,2.4
20000,16150000,1210,3039584,2.014666,214.2,6.2
20000,16150000,1211,2564508,2.02,111.5,3.8
20000,16150000,1212,2032844,2.004,103.1,3.9
20000,16150000,1213,1157516,2.009333,212.4,5.8
20000,16150000,1214,2048448,2.014666,106.8,3.8
20000,16150000,1215,1096792,2.02,111.2,2.2
20000,16150000,1216,1632968,2.004,217.6,5.7
20000,16150000,1217,2506980,2.009333,108.9,4.2
20000,16150000,1218,1378792,2.014666,103.7,3.4
20000,16150000,1219,2634256,2.02,209.6,7.9
20000,16150000,1220,2990892,2.004,111.5,4.2
20000,16150000,1221,2835980,2.009333,111.2,3.6
20000,16150000,1222,2144516,2.014666,111.3,3.5
20000,16150000,1223,3111964,2.02,111.2,3.8
20000,16150000,1224,3045412,2.004,111.2,3.6
20000,16150000,1225,1501744,2.009333,109.9,3.2
20000,16150000,1226,1592736,2.014666,103.5,3.0
20000,16150000,1227,2761720,2.02,105.8,3.7
